"plate","state","license_type","summons_number","issue_date","violation_time","violation","precinct","county","issuing_agency"
"KSP8205","NY","PAS","9108921477","02/09/2024","03:45P","DOUBLE PARKING","072","K","TRAFFIC"
"HSZ5246","NY","PAS","9108963654","04/13/2024","02:45P","SIDEWALK","106","Q","TRAFFIC"
"YMV6064","VA","PAS","9109001633","03/22/2024",,,,,
"PK422Y","FL","PAS","9109039855","03/12/2024",,,,,
"S1829641","GA","PAS","9109086894","03/11/2024",,,,,
"EDB4482","NC","PAS","9109296542","05/14/2024",,,,,
"02740169","MN","PAS","9109311919","04/05/2024",,,,,
"Y24UEL","NJ","PAS","9109325610","02/19/2024","08:02A","FIRE HYDRANT","028","NY","TRAFFIC"
"FLT4158","PA","PAS","9109363804","03/02/2024",,,,,
"X269430","NJ","PAS","9109364845","03/07/2024",,,,,
"S1784468","GA","PAS","9109367160","02/24/2024",,,,,
"52MAHF","QB","PAS","9109378420","02/25/2024",,,,,
"S1757709","GA","PAS","9109378741","02/25/2024",,,,,
"OM4895Z","TX","PAS","9109421464","03/31/2024",,,,,
"ZKB7369","NY","ITP","9109424192","04/21/2024",,,,,
"U46NZX","NJ","PAS","9109449541","02/26/2024",,,,,
"AU59462","CT","PAS","9109464104","03/19/2024",,,,,
"H63CUL","NJ","PAS","9109498631","03/26/2024",,,,,
"BLANKPLATE","99","999","9109518265","02/21/2024","09:28A","FIRE HYDRANT","052","BX","TRAFFIC"
"BLANKPLATE","99","999","9109530460","02/16/2024","08:58A","MISSING EQUIPMENT","043","BX","TRAFFIC"
"S1801020","GA","PAS","9109537909","02/23/2024",,,,,
"Z885565","NJ","PAS","9109584687","03/18/2024",,,,,
"18143","CT","TMP","9109603773","02/26/2024",,,,,
"XX246V","NJ","PAS","9109637394","05/15/2024",,,,,
"S1823742","GA","PAS","9109722166","03/03/2024",,,,,
"LFL1042","NY","PAS","9109725702","02/10/2024","11:22P","FIRE HYDRANT","071","K","TRAFFIC"
"PM580U","FL","PAS","9109863230","02/24/2024",,,,,
"JSM4974","NC","PAS","9109947310","02/24/2024",,,,,
"C81RYJ","NJ","PAS","9109975470","02/12/2024","06:59A","DOUBLE PARKING","044","BX","TRAFFIC"
"LDY3578","NY","PAS","9109978720","02/20/2024","07:11A","FIRE HYDRANT","045","BX","TRAFFIC"
"15744TV","NY","TOW","9109999012","02/15/2024","06:39A","DOUBLE PARKING","046","BX","TRAFFIC"
"BA49008","CT","PAS","9110003575","03/04/2024",,,,,
"HDB4247","PA","PAS","9110067486","02/29/2024",,,,,
"R831631","OH","PAS","9110076293","02/23/2024",,,,,
"LCV9576","NY","PAS","9110118494","03/21/2024",,,,,
"ZLB8737","VA","PAS","9110153482","03/05/2024",,,,,
"S1999360","GA","PAS","9110192943","09/02/2024","09:03A","FIRE HYDRANT","033","NY","TRAFFIC"
"LHJ5780","PA","PAS","9110232114","05/15/2025","03:58P","FAIL TO DSPLY MUNI METER RECPT","061","K","TRAFFIC"
"FRP9424","QB","PAS","9110238803","02/29/2024",,,,,
"TRN3715","VA","PAS","9110273190","03/13/2024",,,,,
"XB974U","NJ","PAS","9110276439","02/24/2024",,,,,
"T71SBG","NJ","PAS","9110298538","03/04/2024",,,,,
"HMB9787","PA","PAS","9110346673","02/27/2024",,,,,
"59511NC","NY","COM","9110372234","02/23/2024","03:19P","SAFETY ZONE","001","NY","TRAFFIC"
"U55RBS","NJ","PAS","9110413327","03/08/2024",,,,,
"XHTT79","NJ","PAS","9110414459","03/12/2024",,,,,
"AV67799","CT","999","9110514508","03/26/2024",,,,,
"GWG8706","PA","PAS","9110517327","02/23/2024",,,,,
"GDY6171","PA","PAS","9110545517","02/24/2024",,,,,
"HEM7941","NC","PAS","9110549870","03/22/2024",,,,,
"S1796483","GA","PAS","9110709915","03/16/2024",,,,,
"MGS2819","PA","PAS","9110721204","02/15/2024","06:16A","SAFETY ZONE","040","BX","TRAFFIC"
"K31RLF","NJ","PAS","9110790202","02/20/2024","07:35A","FIRE HYDRANT","081","K","TRAFFIC"
"M20NSZ","NJ","PAS","9110844533","03/09/2024",,,,,
"ZKB577","NY","ITP","9110859184","03/07/2024",,,,,
"AV61020","CT","PAS","9110865822","02/23/2024",,,,,
"9E80691","CA","PAS","9110894950","03/08/2024",,,,,
"4EKV29","MA","999","9110908249","03/05/2024",,,,,
"XLHG87","NJ","PAS","9110938126","03/02/2024","12:01P","CROSSWALK","024","NY","TRAFFIC"
"H88PFL","FL","PAS","9111112086","03/04/2024",,,,,
"608HSU","FL","PAS","9111124143","03/25/2024",,,,,
"130B47","NY","MOT","9111139778","04/09/2024",,,,,
"BA83287","CT","CMB","9111167671","02/27/2024",,,,,
"S2664783","GA","PAS","9111216839","03/03/2024",,,,,
"HKNL76","FL","PAS","9111241111","02/29/2024",,,,,
"0M4895Z","TX","PAS","9111333583","03/13/2024",,,,,
"AY29216","CT","999","9111341830","03/05/2024",,,,,
"2LTH93","MA","PAS","9111349220","03/11/2024",,,,,
"LKP1468","NY","PAS","9111368767","05/10/2024",,,,,
"1EV376","RI","PAS","9111485450","02/19/2024","06:33P","SIDEWALK","048","BX","TRAFFIC"
"S1800199","GA","PAS","9111501108","03/01/2024",,,,,
"S1843260","GA","PAS","9111504961","03/22/2024",,,,,
"0491HN","FL","PAS","9111571550","02/29/2024",,,,,
"544TKF","CT","PAS","9111671075","02/28/2024",,,,,
"LWY7123","PA","PAS","9111717129","03/08/2024",,,,,
"LAB6516","NY","PAS","9111875124","02/29/2024",,,,,
"M93STN","NJ","PAS","9111897624","03/18/2024","08:24A","FIRE HYDRANT","028","NY","TRAFFIC"
"T91PHX","NJ","PAS","9111919619","05/22/2024",,,,,
"R69SBA","NJ","PAS","9111951760","02/25/2024","07:31A","DOUBLE PARKING","046","BX","TRAFFIC"
"F56SRY","NJ","PAS","9111973390","03/01/2024",,,,,
"JRZ5117","PA","PAS","9111989956","03/15/2024",,,,,
"HHP5740","OH","PAS","9111995580","03/07/2024",,,,,
"LHV3965","NY","PAS","9112031252","08/15/2024","01:09P","FIRE HYDRANT","094","K","TRAFFIC"
"MCG8684","PA","PAS","9112031732","08/21/2024","01:56P","FIRE HYDRANT","077","K","TRAFFIC"
"KNP109","VT","PAS","9112076570","03/19/2024","10:38A","FIRE HYDRANT","103","Q","TRAFFIC"
"756XNS","CT","999","9112084645","03/21/2024",,,,,
"KKF2090","NY","PAS","9112096623","03/21/2024",,,,,
"LJG3425","NY","PAS","9112124412","03/21/2024",,,,,
"P49335H","PA","PAS","9112127735","03/04/2024",,,,,
"LHA1752","NY","PAS","9112166364","03/04/2024",,,,,
"XNJD93","NJ","PAS","9112171815","03/11/2024",,,,,
"JGN6332","NY","PAS","9112273776","02/28/2024",,,,,
"DWW7658","PA","PAS","9112306174","02/24/2024",,,,,
"GCN4126","PA","PAS","9112331170","02/29/2024",,,,,
"S1775592","GA","PAS","9112347620","03/13/2024",,,,,
"4GX882","MA","PAS","9112392212","03/11/2024",,,,,
"MKF0069","PA","PAS","9112427159","03/12/2024",,,,,
"DUY7302","NJ","PAS","9112458545","03/08/2024",,,,,
"JKP5848","PA","PAS","9112467571","02/23/2024",,,,,
"YV283Y","NJ","PAS","9112482481","03/15/2024",,,,,
"DT90117","IL","PAS","9112498877","03/09/2024",,,,,
"PT133R0","PA","PAS","9112535886","02/26/2024",,,,,
"S1831364","GA","PAS","9112547980","03/15/2024",,,,,
"7530897","GV","PAS","9112575082","02/29/2024","02:12P","FIRE HYDRANT","013","NY","TRAFFIC"
"4NLC48","MA","PAS","9112585476","03/30/2024",,,,,
"S1792497","GA","PAS","9112676421","03/13/2024",,,,,
"004976T","NJ","PAS","9112678030","03/28/2024",,,,,
"WXB1503","MS","PAS","9112702122","02/29/2024",,,,,
"Z883593","NJ","PAS","9112721049","03/04/2024","06:47A","FIRE HYDRANT","081","K","TRAFFIC"
"MXJ5443","TX","PAS","9112734391","03/02/2024",,,,,
"KRZ8668","PA","PAS","9112910004","03/03/2024",,,,,
"BRE4093","WA","PAS","9113011686","03/11/2024",,,,,
"BC54601","CT","PAS","9113033074","04/15/2024",,,,,
"XPEL44","NJ","PAS","9113084744","03/15/2024",,,,,
"3BK9665","MD","PAS","9113124080","03/25/2024",,,,,
"BASHAR","NJ","PAS","9113138261","03/20/2024",,,,,
"THW8942","TX","PAS","9113183825","03/05/2024",,,,,
"825748T","NJ","PAS","9113225911","03/09/2024",,,,,
"FDH3110","NC","PAS","9113270849","03/03/2024",,,,,
"H11SZZ","NJ","PAS","9113367602","03/10/2024",,,,,
"BG66170","CT","COM","9113424531","03/12/2024",,,,,
"A63LTY","NJ","PAS","9113430622","03/04/2024",,,,,
"PL650H","FL","PAS","9113599288","03/14/2024",,,,,
"TAT181","MS","PAS","9113631470","05/03/2024",,,,,
"NXLE85","PA","PAS","9113664402","02/23/2025","08:05A","FIRE HYDRANT","009","NY","TRAFFIC"
"HYH700","NJ","PAS","9113680602","03/08/2024",,,,,
"MHE74144","PA","PAS","9113684887","04/02/2024",,,,,
"647OM","MO","PAS","9113699507","03/15/2024",,,,,
"S1840563","GA","PAS","9113734891","04/05/2024",,,,,
"S1827123","GA","PAS","9113754180","03/26/2024",,,,,
"BLANKPLATE","99","999","9113780426","02/27/2024","03:47P","DETACHED TRAILER","069","K","TRAFFIC"
"JZP9978","PA","PAS","9113790055","03/04/2024",,,,,
"AX8758","NJ","PAS","9113898565","03/18/2024",,,,,
"QAX8785","GA","PAS","9113934326","04/03/2024",,,,,
"KLH4899","NY","PAS","9113985395","03/09/2024",,,,,
"L12605","CT","CMB","9114049636","04/02/2024",,,,,
"KCF4403","OH","PAS","9114080760","02/28/2024",,,,,
"J62GXH","NJ","PAS","9114134263","04/08/2024",,,,,
"RAV6636","MO","PAS","9114158851","03/09/2024",,,,,
"LBA2486","PA","PAS","9114201963","03/11/2024",,,,,
"BRM2536","TN","PAS","9114286026","03/11/2024",,,,,
"Z082557","UT","PAS","9114290935","03/11/2024",,,,,
"CXL9356","GA","PAS","9114308046","04/29/2024",,,,,
"871BLO","NY","MOT","9114363367","03/21/2024",,,,,
"LWKY37","FL","PAS","9114447990","04/01/2024",,,,,
"AS31654","CT","999","9114498376","03/20/2024",,,,,
"G28GDU","NJ","PAS","9114554276","03/19/2024",,,,,
"AU152647","CT","APP","9114559389","03/17/2024",,,,,
"EK92112","IL","PAS","9114583549","04/03/2024",,,,,
"EX67096","AR","PAS","9114594766","03/25/2024",,,,,
"L43GGY","NJ","PAS","9114608625","03/22/2024",,,,,
"S1819040","GA","PAS","9114746219","03/11/2024",,,,,
"2026652","IN","PAS","9114906636","03/25/2024",,,,,
"EKR7095","MI","PAS","9114944972","03/29/2024",,,,,
"4082766","PA","PAS","9114964983","04/13/2024",,,,,
"KVX5461","NY","PAS","9115014666","03/18/2024","02:14P","FIRE HYDRANT","020","NY","TRAFFIC"
"AJ25376","CT","PAS","9115103055","03/18/2024",,,,,
"LFP2354","NY","PAS","9115133084","03/17/2024","01:53P","FIRE HYDRANT","094","K","TRAFFIC"
"LAH6111","NY","PAS","9115156072","03/11/2024","06:19A","FIRE HYDRANT","106","Q","TRAFFIC"
"G2933L","FL","PAS","9115189156","04/27/2024",,,,,
"LFZ8892","NY","PAS","9115204005","03/27/2024",,,,,
"BG64565","CT","COM","9115311466","03/15/2024",,,,,
"6008J","NY","COM","9115354325","09/11/2024","03:29P","NO STANDING-BUS STOP","019","NY","TRAFFIC"
"DZV0950","MI","PAS","9115366157","03/13/2024",,,,,
"DE90221","IL","PAS","9115366820","03/15/2024",,,,,
"S1854782","GA","PAS","9115387525","03/26/2024",,,,,
"LPR5887","PA","PAS","9115418637","04/01/2024",,,,,
"3HL121","OK","PAS","9115423220","03/15/2024",,,,,
"S1832754","GA","PAS","9115460307","03/12/2024",,,,,
"B13SMC","NJ","PAS","9115568441","04/02/2024","08:19A","SAFETY ZONE","025","NY","TRAFFIC"
"JCH6101","PA","PAS","9115583843","04/14/2024",,,,,
"AV86191","CT","PAS","9115636495","03/18/2024",,,,,
"4375TA","ME","PAS","9115731145","03/15/2024",,,,,
"CJC63W","NJ","PAS","9115772317","03/22/2024",,,,,
"U67HJQ","NJ","PAS","9115793989","04/14/2024",,,,,
"N22PCI","NJ","PAS","9115806005","03/14/2024",,,,,
"JPH7320","PA","PAS","9115819796","03/26/2024",,,,,
"S1796277","GA","PAS","9115998769","03/15/2024",,,,,
"BFY501","IN","PAS","9116051920","03/20/2024",,,,,
"MHY7370","PA","PAS","9116076837","03/17/2024","03:17P","FIRE HYDRANT","009","NY","TRAFFIC"
"5301641","ME","PAS","9116084524","07/15/2024",,,,,
"LMC2434","PA","PAS","9116101121","03/15/2024",,,,,
"AW212A","NJ","PAS","9116102022","03/19/2024",,,,,
"HCBH53","NJ","PAS","9116151197","03/19/2024",,,,,
"RAB4041","MS","PAS","9116174902","04/01/2024",,,,,
"KYB2156","NY","PAS","9116219600","03/13/2024",,,,,
"4J0X202","CA","PAS","9116232987","03/20/2024",,,,,
"G9588L","FL","PAS","9116245453","03/11/2024",,,,,
"9AREL6","CT","PAS","9116257649","03/19/2024",,,,,
"78060MG","NY","COM","9116279463","06/12/2024",,,,,
"ADNA66","CO","PAS","9116392693","03/19/2024",,,,,
"KMK9825","NY","PAS","9116420550","03/27/2024",,,,,
"PMO95R","FL","PAS","9116432277","03/30/2024",,,,,
"HVT040","MS","PAS","9116479518","04/09/2024",,,,,
"W35JVV","NJ","PAS","9116518585","03/26/2024",,,,,
"S1793815","GA","PAS","9116525607","03/13/2024",,,,,
"E37PRB","NJ","PAS","9116531917","03/29/2024",,,,,
"DQ84172","IL","PAS","9116585197","03/12/2024",,,,,
"4120132","PA","PAS","9116616285","03/26/2024",,,,,
"LZF5011","NY","PAS","9116646411","02/09/2026","02:26P","FIRE HYDRANT","006","NY","TRAFFIC"
"S1846915","GA","PAS","9116709135","04/17/2024",,,,,
"D97UDH","NJ","PAS","9116718951","06/18/2024",,,,,
"S1827123","GA","PAS","9116749522","03/28/2024",,,,,
"RLZ4805","TX","PAS","9116762484","03/19/2024",,,,,
"DI613G","FL","PAS","9116773196","04/09/2024",,,,,
"RDC682","MS","PAS","9116780036","03/14/2024",,,,,
"B38EYA","NJ","PAS","9116780954","03/16/2024",,,,,
"OJCC80","MI","PAS","9116885636","03/21/2024",,,,,
"LEM2864","NY","PAS","9116943697","04/09/2024",,,,,
"AF39879","CT","PAS","9116977841","03/30/2024",,,,,
"Z61PXJ","NJ","PAS","9116991590","04/20/2024",,,,,
"44DMXG","FL","PAS","9117036549","03/26/2024",,,,,
"186523","WY","PAS","9117046270","03/22/2024",,,,,
"KZT6436","PA","PAS","9117095013","03/16/2024",,,,,
"RPB7398","TX","PAS","9117098518","04/02/2024",,,,,
"JZY4659","PA","PAS","9117122983","04/05/2024",,,,,
"ULN5957","VA","PAS","9117175252","03/19/2024",,,,,
"NBG1665","TX","PAS","9117208439","04/22/2024",,,,,
"CHB4276","GA","PAS","9117260942","03/30/2024",,,,,
"5246761","ME","PAS","9117278600","04/01/2024",,,,,
"LDN8409","PA","PAS","9117328172","05/03/2024",,,,,
"CNV6417","NY","PAS","9117358851","04/03/2024",,,,,
"WJU81G","NJ","PAS","9117390291","03/21/2024",,,,,
"PL904Y","FL","PAS","9117445190","03/21/2024",,,,,
"JPH7320","PA","PAS","9117468413","04/11/2024",,,,,
"Y65RYH","NJ","PAS","9117619490","04/10/2024","11:33A","CROSSWALK","079","K","TRAFFIC"
"YNX0691","PA","PAS","9117699976","04/28/2024",,,,,
"U13LEF","NJ","PAS","9117724363","04/29/2024","01:22P","FIRE HYDRANT","018","NY","TRAFFIC"
"S1821064","GA","PAS","9117786137","03/30/2024",,,,,
"5579","NY","999","9117871372","03/27/2024",,,,,
"P94HBS","NJ","PAS","9117896680","04/20/2024",,,,,
"BKK010","TN","PAS","9117905242","03/27/2024",,,,,
"53723T","VA","PAS","9117999406","04/15/2024",,,,,
"L81SKJ","NJ","PAS","9118005020","03/25/2024",,,,,
"XNSH70","NJ","PAS","9118062246","04/22/2024",,,,,
"BLANKPLATE","99","999","9118111993","03/26/2024","07:28A","FIRE HYDRANT","048","BX","TRAFFIC"
"D90SJM","NJ","PAS","9118138470","04/14/2024",,,,,
"PN614B","FL","PAS","9118140853","04/01/2024",,,,,
"566WVR","CT","999","9118169892","05/01/2024",,,,,
"LKH2811","NY","PAS","9118197516","01/15/2026","04:28P","FIRE HYDRANT","081","K","TRAFFIC"
"Z0DS","CT","PAS","9118200023","03/21/2024",,,,,
"2231684","IN","PAS","9118222286","03/26/2024",,,,,
"G9149K","FL","PAS","9118285831","04/03/2024",,,,,
"F87FWC","NJ","PAS","9118292446","03/06/2026","09:53A","FIRE HYDRANT","115","Q","TRAFFIC"
"LFZ9353","NY","PAS","9118302439","04/14/2024",,,,,
"PN377E","FL","PAS","9118351384","04/12/2024",,,,,
"XLEP21","NJ","PAS","9118393019","04/28/2024",,,,,
"586BN4","NY","MOT","9118397414","05/09/2024","08:19A","SIDEWALK","025","NY","TRAFFIC"
"BLANKPLATE","99","999","9118458166","04/25/2024","07:27A","FIRE HYDRANT","041","BX","TRAFFIC"
"KBX422","MN","PAS","9118494547","06/01/2024",,,,,
"XKC930","SC","PAS","9118506641","03/19/2024","11:16A","DOUBLE PARKING","068","K","TRAFFIC"
"GPVI79","FL","PAS","9118537261","04/03/2024",,,,,
"820ZBQ","OH","PAS","9118558914","03/29/2024",,,,,
"F88MFE","NJ","PAS","9118703458","07/07/2024",,,,,
"ZNN6986","NC","PAS","9118733566","04/10/2024",,,,,
"S1926451","GA","PAS","9118737821","07/02/2024",,,,,
"S1858414","GA","PAS","9118762451","04/16/2024",,,,,
"S1845627","GA","PAS","9118772808","03/22/2024",,,,,
"KHM1010","NC","PAS","9118915220","03/23/2024",,,,,
"TMM1399","VA","PAS","9118919832","04/17/2024",,,,,
"SHC3610","TX","PAS","9118921875","04/04/2024",,,,,
"AM12385","CT","PAS","9118930694","03/29/2024",,,,,
"LPS3727","PA","PAS","9118953773","04/05/2024",,,,,
"8TN632","MA","999","9118957018","03/26/2024",,,,,
"M60EPY","NJ","PAS","9118975458","03/22/2024",,,,,
"MHR0888","PA","PAS","9118998331","04/07/2024",,,,,
"LCK9637","PA","PAS","9119141660","04/01/2024",,,,,
"LLE2084","PA","PAS","9119165006","04/01/2024",,,,,
"E88VYC","NJ","PAS","9119172825","01/06/2026","03:40P","DOUBLE PARKING","052","BX","TRAFFIC"
"LVB8788","NY","PAS","9119174275","01/10/2026","06:32A","FIRE HYDRANT","050","BX","TRAFFIC"
"B83LUH","NJ","PAS","9119249822","04/13/2024",,,,,
"FPG0474","FL","PAS","9119276412","04/08/2024",,,,,
"C233167","CT","CMB","9119306210","04/03/2024",,,,,
"BLANKPLATE","99","999","9119311497","04/09/2024","12:37P","DOUBLE PARKING","001","NY","TRAFFIC"
"KHJ2541","NC","PAS","9119327158","04/04/2024","03:27P","VIN OBSCURED","014","NY","TRAFFIC"
"NTV5206","NC","PAS","9119338960","04/22/2024",,,,,
"LHB1303","NY","PAS","9119368446","04/24/2024","11:05A","FIRE HYDRANT","023","NY","TRAFFIC"
"XA890","CT","DLR","9119674168","04/23/2024",,,,,
"44DFWT","FL","PAS","9119716000","04/23/2024",,,,,
"XLBR20","NJ","PAS","9119749612","05/09/2024","01:28P","BIKE LANE","024","NY","TRAFFIC"
"JCX3575","PA","PAS","9119758121","04/23/2024",,,,,
"3551DB","CT","999","9119817241","04/07/2024",,,,,
"S1833658","GA","PAS","9119886949","04/08/2024",,,,,
"TZF2455","TX","PAS","9120004357","04/13/2024","07:23A","FIRE HYDRANT","013","NY","TRAFFIC"
"S1840783","GA","PAS","9120031555","04/03/2024",,,,,
"20207ND","NY","COM","9120044331","04/17/2024","02:18P","VIN OBSCURED","014","NY","TRAFFIC"
"S1831742","GA","PAS","9120117814","04/16/2024",,,,,
"G4097H","FL","PAS","9120127625","04/12/2024",,,,,
"B6PXS","FL","PAS","9120210097","03/29/2024",,,,,
"BXL4168","GA","PAS","9120214248","04/18/2024",,,,,
"U6416","KS","PAS","9120227802","05/02/2024",,,,,
"G5594L","FL","PAS","9120384701","04/19/2024",,,,,
"XJJ891","NJ","PAS","9120395863","06/19/2024",,,,,
"M12RWZ","NJ","PAS","9120492030","04/14/2024",,,,,
"S1816267","GA","PAS","9120502035","04/02/2024",,,,,
"G28GDU","NJ","PAS","9120507574","04/04/2024",,,,,
"G5594L","FL","PAS","9120526295","04/09/2024",,,,,
"EVQT16","FL","PAS","9120532740","04/25/2024",,,,,
"TPA2019","MS","PAS","9120545381","04/03/2024",,,,,
"T59PLA","NJ","PAS","9120593843","04/25/2024",,,,,
"748RJH","NJ","PAS","9120599213","05/05/2024",,,,,
"PN403E","FL","PAS","9120617586","04/19/2024",,,,,
"P87DXZ","NJ","PAS","9120644644","04/29/2024",,,,,
"AH89281","CT","PAS","9120652148","04/18/2024",,,,,
"XPMN33","NJ","PAS","9120693473","04/22/2024",,,,,
"UMR3874","VA","PAS","9120730123","04/30/2024","08:27A","BIKE LANE","084","K","TRAFFIC"
"LHM6873","PA","PAS","9120753512","04/18/2024",,,,,
"AJ77974","CT","PAS","9120791940","04/24/2024",,,,,
"BLANKPLATE","99","999","9120801270","04/22/2024","04:16P","SIDEWALK","010","NY","TRAFFIC"
"S1823368","GA","PAS","9120818518","04/27/2024",,,,,
"2MDG75","MA","PAS","9120843343","04/20/2024",,,,,
"KBA2992","PA","PAS","9120856854","03/07/2025","08:42A","NO PARKING-STREET CLEANING","049","BX","TRAFFIC"
"DUP2998","FL","PAS","9120859284","03/20/2025","09:03A","DOUBLE PARKING","049","BX","TRAFFIC"
"LZJ9508","PA","PAS","9120888119","04/11/2024",,,,,
"ZVK0353","PA","PAS","9120927174","04/15/2024",,,,,
"B44PCE","NJ","PAS","9120943600","04/18/2024",,,,,
"Z018SN","FL","PAS","9120960736","04/15/2024",,,,,
"KLF892","VT","PAS","9120970110","04/02/2024",,,,,
"F20SHA","NJ","PAS","9120980887","04/19/2024",,,,,
"XPAM48","NJ","PAS","9121011333","10/07/2025","05:26P","BIKE LANE","013","NY","TRAFFIC"
"AR09623","CT","PAS","9121017037","04/11/2024",,,,,
"S2118233","GA","PAS","9121056353","02/25/2025","03:59P","VIN OBSCURED","013","NY","TRAFFIC"
"LYN4506","PA","PAS","9121088287","05/12/2024",,,,,
"MGW1367","PA","PAS","9121138990","05/05/2024",,,,,
"EE40244","IL","PAS","9121185566","04/13/2024",,,,,
"TB5558","MO","PAS","9121193113","04/09/2024",,,,,
"G7919L","FL","PAS","9121210100","04/19/2024",,,,,
"BJ37322","CT","PAS","9121233561","04/19/2024",,,,,
"QPFL83","FL","PAS","9121257772","04/23/2024",,,,,
"AY65K54","CA","PAS","9121262871","04/30/2024",,,,,
"AN43367","CT","PAS","9121282353","04/16/2024",,,,,
"KLTZ41","NJ","PAS","9121316983","04/11/2024",,,,,
"BA89928","CT","CMB","9121333191","04/23/2024",,,,,
"KGR7722","PA","PAS","9121341163","04/14/2024",,,,,
"WQF385","SC","PAS","9121349824","04/19/2024",,,,,
"APM6094","WA","PAS","9121391786","05/16/2024",,,,,
"88E637A","TX","PAS","9121498374","04/18/2024",,,,,
"HWW9219","PA","PAS","9121505275","04/16/2024",,,,,
"CH823M9","NH","PAS","9121508483","05/03/2024",,,,,
"U39LVW","NJ","PAS","9121523927","04/22/2024",,,,,
"CTC5582","NY","PAS","9121624173","04/24/2024",,,,,
"JVC2450","TX","PAS","9121655248","04/15/2024",,,,,
"TLL7544","VA","PAS","9121661832","04/11/2024",,,,,
"WTT75W","NJ","PAS","9121763070","06/20/2024",,,,,
"BLANKPLATE","99","999","9121833989","05/21/2024","08:41A","SIDEWALK","005","NY","TRAFFIC"
"3360059B","IL","PAS","9121839396","05/08/2024",,,,,
"UBJ3788","VA","PAS","9121850677","04/14/2024",,,,,
"PR21244","PA","PAS","9121890158","04/20/2024",,,,,
"JJJ2622","PA","PAS","9121953430","04/29/2024",,,,,
"YJ7846","CT","999","9122024839","05/13/2024",,,,,
"3YNB78","MA","PAS","9122056762","08/05/2024","12:16P","VIN OBSCURED","013","NY","TRAFFIC"
"C241673","CT","CMB","9122081823","04/17/2024",,,,,
"AH95GC","FL","PAS","9122089962","04/13/2024",,,,,
"S1882657","GA","PAS","9122123970","04/23/2024",,,,,
"DI81460","LA","PAS","9122190910","04/10/2024",,,,,
"FX9633","WA","PAS","9122261758","04/10/2024",,,,,
"29199290","NC","PAS","9122290643","04/27/2024",,,,,
"GYX8263","PA","PAS","9122301367","04/13/2024",,,,,
"8LLP479","CA","PAS","9122315706","04/12/2024",,,,,
"HLWB59","FL","PAS","9122338093","04/28/2024",,,,,
"S1764749","GA","PAS","9122362393","04/19/2024",,,,,
"LVV5935","PA","PAS","9122401064","04/14/2024",,,,,
"S1855537","GA","PAS","9122402433","04/17/2024",,,,,
"S1831888","GA","PAS","9122416857","04/20/2024",,,,,
"X41SRU","NJ","PAS","9122561810","04/24/2024",,,,,
"U29SEG","NJ","PAS","9122563416","05/03/2024",,,,,
"BN07367","CT","PAS","9122572338","04/29/2024","10:34A","BIKE LANE","006","NY","TRAFFIC"
"KZK5362","NY","PAS","9122605307","04/14/2024",,,,,
"DZG4056","PA","PAS","9122629002","04/18/2024",,,,,
"UZS90B","NJ","PAS","9122649270","04/30/2024",,,,,
"9UO7N6","TN","PAS","9122679996","04/25/2024",,,,,
"XCLY67","NJ","PAS","9122714741","06/06/2024","08:05A","FAIL TO DISP. MUNI METER RECPT","017","NY","TRAFFIC"
"718QKQ","TN","PAS","9122730503","04/10/2024",,,,,
"TLU5372","VA","PAS","9122737947","05/11/2024","05:05P","DOUBLE PARKING","009","NY","TRAFFIC"
"FZ2072","WA","PAS","9122757909","05/25/2024",,,,,
"B66SVE","NJ","PAS","9123043052","03/23/2026","11:22A","NO STANDING-DAY/TIME LIMITS","018","NY","TRAFFIC"
"172148T","TN","PAS","9122811564","04/17/2024",,,,,
"U45UHU","NJ","PAS","9122816318","04/28/2024","11:39A","BIKE LANE","044","BX","TRAFFIC"
"PK030S","FL","PAS","9122863011","05/03/2024",,,,,
"VIKING","ME","PAS","9122895784","04/11/2024",,,,,
"RQD7441","GA","PAS","9122901814","05/10/2024",,,,,
"LJH4957","NY","PAS","9122909291","04/29/2024","01:15P","FIRE HYDRANT","081","K","TRAFFIC"
"HMY4859","PA","PAS","9122912630","04/24/2024",,,,,
"5120069","ME","PAS","9122945532","04/18/2024",,,,,
"3DPR36","MA","PAS","9122994695","05/09/2024",,,,,
"S1887182","GA","PAS","9123092830","04/28/2024",,,,,
"BLH726","AL","PAS","9123144191","05/22/2024",,,,,
"LDA5603","NY","PAS","9123204321","05/31/2024",,,,,
"LHA6052","NY","PAS","9123230198","04/14/2024","09:34A","FIRE HYDRANT","113","Q","TRAFFIC"
"LBM6602","PA","PAS","9123326128","04/17/2024",,,,,
"ZWS4382","PA","PAS","9123346905","04/29/2024",,,,,
"C328588","CT","COM","9123363060","05/14/2024",,,,,
"C0UTUR5","NJ","PAS","9123376831","04/20/2024",,,,,
"679TDR","MA","PAS","9123380871","04/23/2024",,,,,
"9AVDS5","CT","PAS","9123405466","04/12/2024",,,,,
"3056987","IN","PAS","9123415897","04/22/2024",,,,,
"JKJ5739","NY","PAS","9123449603","04/25/2024",,,,,
"MYH173","NM","PAS","9123472212","05/06/2024",,,,,
"BLC0243","TN","PAS","9123543127","04/25/2024","10:37A","FIRE HYDRANT","108","Q","TRAFFIC"
"BSWV422","ON","PAS","9123562274","04/30/2024",,,,,
"YZP9794","PA","PAS","9123586631","05/02/2024",,,,,
"S1875453","GA","PAS","9123705656","04/23/2024",,,,,
